track_id,artists,track_name,track_genre,search_string,duration_ms,tempo,tempo_log,duration_minutes,tags_clean_text,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,lfm_playcount,lfm_listeners,log_playcount,log_listeners,log_plays_per_listener,plays_per_listener,tag_count
1FjHYiyN34dh9V6mrWq3mo,Roberto Alagna;Yvan Cassar;Paris Symphony Orchestra,Parla piu piano (Thème du Parrain),opera,"Parla piu piano (Thème du Parrain) - Roberto Alagna, Yvan Cassar, Paris Symphony Orchestra",197146,136.98,4.919834929769759,3.2857666666666665,opera classical tenor male vocalist operatic performer all roberto alagna vocal france french,0.939,0.334,0.433,0.00502,0.121,-5.624,0.0291,0.235,17177.0,7101.0,9.75138477432617,8.868131713503033,1.2293349712756554,2.4189550767497536,10
01sHFh1aR5t7NlIJkOEhNH,Die Gerchli;Kings of Günter,Lola Loves Jacky Cola,party,"Lola Loves Jacky Cola - Die Gerchli, Kings of Günter",211295,127.967,4.8517724181802615,3.5215833333333335,,0.289,0.746,0.834,0.0,0.0609,-5.369,0.203,0.658,360.0,221.0,5.8888779583328805,5.402677381872279,0.9665880553341584,1.6289592760180995,0
5LzVKrYZp1QGb7hWT3WeUP,Tream,Pancakes,party,Pancakes - Tream,161095,146.06,4.984017496191964,2.6849166666666666,germany deutschland schwandorf elektro-dance-pop,0.355,0.727,0.822,0.0,0.0927,-4.323,0.0377,0.802,948.0,311.0,6.855408798609928,5.7430031878094825,1.398280121865113,3.0482315112540195,4
1koKmOdrLfgZOarJwHMqHk,Vroni,Bier macht große Hupen,party,Bier macht große Hupen - Vroni,206676,140.022,4.941799553120801,3.4446,schlager stimmung,0.00788,0.666,0.978,0.0,0.298,-1.941,0.0813,0.729,584.0,256.0,6.371611847231857,5.54907608489522,1.1882244473577968,2.28125,2
6NLWAFXQ1gpcZ4uIwV5aXC,Schürze,Lasst uns feiern bis die Sonne aufgeht,party,Lasst uns feiern bis die Sonne aufgeht - Schürze,191771,129.062,4.860292909055838,3.1961833333333334,,0.014,0.665,0.946,0.0,0.716,-2.718,0.0544,0.653,409.0,155.0,6.016157159698354,5.049856007249537,1.2916291345788122,2.638709677419355,0
0VgllvQ39yOvv5shudXq0o,Andreas Gabalier,Vergiss die Heimat nie,party,Vergiss die Heimat nie - Andreas Gabalier,279760,127.932,4.851498872756339,4.6626666666666665,volksmusik austria andreas gabalier austrian schlager folk balladen all rock pop,0.364,0.602,0.506,0.0,0.11,-8.423,0.0277,0.325,4286.0,1161.0,8.363342466597977,7.057897937411856,1.5457832956857829,3.6916451335055984,10
1TOuUa3PLI3cnPTyP7WMKR,Jörg & Dragan (Die Autohändler);Gute Freunde,Willst du eine Banane?,party,"Willst du eine Banane? - Jörg & Dragan (Die Autohändler), Gute Freunde",160978,94.975,4.553613699073689,2.6829666666666667,stimmung ilg,0.203,0.791,0.977,0.0,0.3,-1.243,0.0616,0.854,1360.0,444.0,7.215975002651466,6.09807428216624,1.4019371381903443,3.063063063063063,2
1kdeeFetLhgfz5ipS5WOJO,Pazoo;Chip & Dale,Tätowierer,party,"Tätowierer - Pazoo, Chip & Dale",149000,145.244,4.978415086789317,2.4833333333333334,,0.000642,0.652,0.84,3.01e-06,0.144,-5.04,0.0679,0.193,480.0,177.0,6.175867270105761,5.181783550292085,1.3115342859107813,2.711864406779661,0
3BACKIxZWIdFaNLAklMdh2,Mike Nüchtern;Thekensportlerz,Feieralarm,party,"Feieralarm - Mike Nüchtern, Thekensportlerz",138245,142.036,4.956080546596971,2.3040833333333333,,0.0234,0.561,0.834,0.0,0.249,-4.768,0.038,0.292,72.0,35.0,4.290459441148391,3.58351893845611,1.1174807729724925,2.057142857142857,0
1VpeOGIqICW6hJ0G0sc27p,Ingo ohne Flamingo,Hartz 4 und der Tag gehört dir,party,Hartz 4 und der Tag gehört dir - Ingo ohne Flamingo,188160,125.016,4.828441729111,3.136,german schlager ballermann,0.144,0.82,0.789,0.0,0.376,-2.74,0.123,0.697,13150.0,3459.0,9.484253080341965,8.14902386805177,1.5689651871618302,3.801676785198034,3
0JGApIdbn2t3EonMdo2U2a,Ramonstar;Dani Sause,Wir benehmen uns daneben,party,"Wir benehmen uns daneben - Ramonstar, Dani Sause",202533,133.022,4.890514528076278,3.37555,,0.0154,0.654,0.967,0.0,0.283,-1.229,0.057,0.856,945.0,336.0,6.852242569051878,5.820082930352362,1.33828514193353,2.8125,0
6OJrOS2eZKGvkjZMrPWEeV,Mickie Krause,Geh mal Bier hol'n - GmBh - Après Ski Version,party,Geh mal Bier hol'n - GmBh - Après Ski Version - Mickie Krause,176706,139.963,4.941378101965395,2.9451,party schlager german deutsch mallorca electronic fun beer eurodance pardy,0.181,0.634,0.993,0.0,0.223,-5.428,0.227,0.733,4904.0,2006.0,8.498010371999463,7.604396348796338,1.2368269482398349,2.444666001994018,10
2IsqKsbBPpPzzP9FhGoBPo,Andreas Gabalier,Mit dir,party,Mit dir - Andreas Gabalier,200200,156.043,5.05013161029317,3.3366666666666664,volksmusik austria andreas gabalier austrian schlager folk balladen all rock pop,0.183,0.442,0.882,0.0,0.623,-3.534,0.0392,0.582,5126.0,1276.0,8.5422759717837,7.152268856032539,1.6128802566250733,4.017241379310345,10
13eQ2ieIiFl3scUwqaqVxJ,Michelle,Verlieben ist verboten,party,Verlieben ist verboten - Michelle,198773,127.997,4.8520068261449545,3.312883333333333,michelle schlager deutsche schlager deutsch female vocalist german pop supermusikbox rnb feten-hit,0.0909,0.617,0.863,0.0,0.204,-5.063,0.17,0.595,864.0,109.0,6.762729506931879,4.700480365792417,2.1890361999568615,7.926605504587156,10
6bOg6vYHAWqH4xewY35sL1,Stereoact;Karel Gott,Babička - Stereoact #Remix,party,"Babička - Stereoact #Remix - Stereoact, Karel Gott",179648,128.044,4.852373954851122,2.9941333333333335,german pop germany house horrorcore stimmung deutschland erzgebirge kranker deutschrap elektro-dance-pop,0.00261,0.782,0.814,7.51e-05,0.25,-6.305,0.0935,0.41,1971.0,568.0,7.586803535162581,6.343880434126331,1.497404162983527,3.4700704225352115,10
7sMXAHBiXPOwDQyysFUqp5,Mia Julia,Ich ficke gern,party,Ich ficke gern - Mia Julia,197053,91.991,4.5216907461768,3.2842166666666666,dance pop female vocalist german electronic germany deutschland bimbo scooter,0.0453,0.762,0.894,0.0,0.321,-4.295,0.0765,0.76,1481.0,468.0,7.301147805856032,6.150602768446279,1.426603403589914,3.1645299145299144,9
4hMZAP4JVhkmQsmlJkiZVh,Troglauer,Party mitanand,party,Party mitanand - Troglauer,207560,126.532,4.840495240604347,3.4593333333333334,,0.00624,0.474,0.855,0.0,0.357,-4.586,0.0439,0.752,660.0,155.0,6.493753839851686,5.049856007249537,1.659762996321616,4.258064516129032,0
1n2AYj4E5hgkgKBBw1BaO3,Fäaschtbänkler,Schlüsseldienstmann,party,Schlüsseldienstmann - Fäaschtbänkler,147840,135.099,4.906007843014258,2.464,switzerland pop all swis volksmusik schweiz stimmung sankt gallen st gallen neue volksmusik,0.0178,0.843,0.608,1.54e-05,0.116,-7.661,0.0699,0.94,583.0,160.0,6.369900982828227,5.081404364984463,1.5355222294839321,3.64375,10
6DZTKtFRlprdZ0xOJ6zkSn,Höhner,Wenn et Hätz dich röf,party,Wenn et Hätz dich röf - Höhner,179876,130.003,4.867557527112391,2.997933333333333,karneval koelsch german deutsch party schlager koln kolsch cologne fasching,0.043,0.592,0.856,0.0,0.396,-3.516,0.0336,0.799,5012.0,1258.0,8.519789817263504,7.138073034044347,1.6062531963665805,3.9841017488076313,10
2O22sTpKBDMrcER6o8KYES,Wolfgang Petry,Sinn des Lebens - Radio Version,party,Sinn des Lebens - Radio Version - Wolfgang Petry,210531,120.046,4.787875002661928,3.50885,schlager wolfgang petry deutsch german party deutsche schlager rock pop ballermann germany,0.116,0.805,0.876,1.19e-06,0.323,-5.835,0.0297,0.943,767.0,289.0,6.643789733147672,5.66988092298052,1.2958167761537747,2.6539792387543253,10
7ubghzd9IuD9egKKjwF95t,Brings;Carolin Kebekus,Funkemarieche,party,"Funkemarieche - Brings, Carolin Kebekus",232880,134.922,4.904696833682751,3.8813333333333335,karneval koelsch rock deutschrock german deutsch kolsch kolschrock bring koelschrock,0.524,0.712,0.962,0.0,0.716,-1.467,0.113,0.722,3179.0,867.0,8.064636475774222,6.7661917146603505,1.5404450409471488,3.6666666666666665,10
52ZrgcaarO8JrImxossxF6,Matthias Reim,Problem,party,Problem - Matthias Reim,231280,131.94,4.882347273794725,3.8546666666666667,matthias reim schlager deutsch german deutsche schlager pop party germany christian german deutschsprachig,0.0137,0.674,0.793,0.0,0.329,-5.414,0.029,0.751,1374.0,367.0,7.226209010100671,5.908082938168931,1.5568530917136187,3.7438692098092643,10
5NbDYJulSu1MGiqX6S6FHb,Stereoact;Sarah Lahn,Weinst du,party,"Weinst du - Stereoact, Sarah Lahn",179433,125.136,4.829401145859255,2.99055,german pop germany house horrorcore stimmung deutschland erzgebirge kranker deutschrap elektro-dance-pop,0.111,0.759,0.689,0.0,0.364,-6.234,0.0455,0.411,1017.0,313.0,6.925595197110468,5.749392985908253,1.4467310306756462,3.2492012779552715,10
2NvNvapjIRSVYC2xBXL5bY,Paveier,Dat jeiht vorbei,party,Dat jeiht vorbei - Paveier,208560,128.006,4.852077137821019,3.476,kolsch karneval paveier koelsch stimmung koelsch un joot mundart alaaf-helau beer german,0.169,0.655,0.83,0.0,0.224,-4.317,0.0402,0.754,8278.0,2242.0,9.021477467138807,7.715569534520208,1.5459098826595956,3.6922390722569136,10
39BgsO0W6Xkyuv8D1hXURG,DJ Ötzi,7 Sünden - Xtreme Sound Remix 2019,party,7 Sünden - Xtreme Sound Remix 2019 - DJ Ötzi,233320,130.008,4.867595987023708,3.8886666666666665,party dance schlager pop dj oetzi techno austria austrian otzi partyschlager,0.0157,0.689,0.984,0.0,0.365,-3.531,0.0469,0.796,2188.0,909.0,7.691200097522863,6.813444599510896,1.225844085795724,2.407040704070407,10
68Gs44rsSBAtN0Z1NaBSuZ,Matthias Reim,Nie mehr ohne Engel,party,Nie mehr ohne Engel - Matthias Reim,211386,125.942,4.835821483512555,3.5231,matthias reim schlager deutsch german deutsche schlager pop party germany christian german deutschsprachig,0.0344,0.752,0.816,0.0,0.4,-7.685,0.0265,0.908,5417.0,1785.0,8.59748202264504,7.487733761436444,1.394940349995081,3.034733893557423,10
26nfOFTh9a01B5w7hH19QC,Matthias Reim,Kopf oder Zahl,party,Kopf oder Zahl - Matthias Reim,220400,124.05,4.82068471013781,3.6733333333333333,matthias reim schlager deutsch german deutsche schlager pop party germany christian german deutschsprachig,0.0169,0.602,0.89,0.0,0.0883,-4.764,0.0459,0.706,1530.0,403.0,7.333676395657684,6.0014148779611505,1.567891917261648,3.796526054590571,10
4VzhywntIjbEhUqxnJz0ND,Wolfgang Petry,Alles würd' ich tun für Dich,party,Alles würd' ich tun für Dich - Wolfgang Petry,213266,123.983,4.820144459432221,3.5544333333333333,schlager wolfgang petry deutsch german party deutsche schlager rock pop ballermann germany,0.111,0.768,0.763,1.53e-05,0.114,-6.822,0.0273,0.895,1915.0,576.0,7.557994958530806,6.3578422665081,1.4643318545662891,3.3246527777777777,10
0LTtIFpHT29Vu793sa3jR8,Brings,Heimjon,party,Heimjon - Brings,278213,138.085,4.927869437571756,4.6368833333333335,karneval koelsch rock deutschrock german deutsch kolsch kolschrock bring koelschrock,0.203,0.517,0.678,0.0,0.293,-4.332,0.0273,0.371,5508.0,1473.0,8.614138397472717,7.295735072749282,1.555891035507771,3.7393075356415477,10
4vxu1wOMFBZvwkvBRzH8ZA,Paveier,Uns jeiht et joot,party,Uns jeiht et joot - Paveier,179773,127.04,4.844501997498826,2.9962166666666668,kolsch karneval paveier koelsch stimmung koelsch un joot mundart alaaf-helau beer german,0.0103,0.637,0.89,0.0,0.302,-2.738,0.034,0.962,7163.0,1869.0,8.876823763180603,7.533693709848633,1.575370298373935,3.8325307651150347,10
0AQ9d5xgtF1N2k7sZ6xde2,Matthias Reim,Im Himmel geht es weiter,party,Im Himmel geht es weiter - Matthias Reim,232800,80.004,4.382076633423924,3.88,matthias reim schlager deutsch german deutsche schlager pop party germany christian german deutschsprachig,0.187,0.539,0.791,4.38e-06,0.484,-5.661,0.0341,0.682,12871.0,4216.0,9.46280968867222,8.34687925374656,1.3994311292270751,3.0528937381404173,10
2BWcBipXWjeoIiymSDfAjo,Matthias Reim,Wie man liebt,party,Wie man liebt - Matthias Reim,255213,123.96,4.819958932919548,4.25355,matthias reim schlager deutsch german deutsche schlager pop party germany christian german deutschsprachig,0.012,0.577,0.886,0.0,0.0971,-2.422,0.0308,0.615,4400.0,935.0,8.38958706681109,6.841615476477592,1.7414976344471669,4.705882352941177,10
1dyW89MGhypsFGKusyheDF,Brings,Halleluja - Single Version,party,Halleluja - Single Version - Brings,209600,135.073,4.9058153730315786,3.493333333333333,karneval koelsch rock deutschrock german deutsch kolsch kolschrock bring koelschrock,0.0203,0.627,0.958,3.86e-06,0.105,-2.418,0.0502,0.802,7262.0,2448.0,8.890548245606167,7.803435056952168,1.377884917653154,2.9665032679738563,10
03VWtUpMJPyYrpqP7zxsko,Matthias Reim,Stärker,party,Stärker - Matthias Reim,191280,129.946,4.86711897954411,3.188,matthias reim schlager deutsch german deutsche schlager pop party germany christian german deutschsprachig,0.0665,0.543,0.645,0.0,0.23,-6.026,0.0289,0.249,1443.0,369.0,7.275172319452771,5.91350300563827,1.5913898425623976,3.910569105691057,10
4pXSfzLLf7lzSBr32FGHCy,Matthias Reim,Jedes Bild von dir,party,Jedes Bild von dir - Matthias Reim,237026,130.058,4.867980504804702,3.9504333333333332,matthias reim schlager deutsch german deutsche schlager pop party germany christian german deutschsprachig,0.118,0.565,0.662,0.0,0.127,-6.636,0.0265,0.358,5451.0,1403.0,8.603737792816423,7.247080584585756,1.5862196223320932,3.8852459016393444,10
4jZTC2kZHxUtC9gupbmUtz,Tom Ameen,Soarin' Over California,piano,Soarin' Over California - Tom Ameen,217988,117.83,4.769242907725249,3.6331333333333333,piano new age,0.983,0.378,0.162,0.888,0.141,-14.478,0.05,0.132,3802.0,754.0,8.24354550792826,6.626717749249025,1.7988079565591166,5.042440318302387,2
0BTszzu4PNTJwMtxR4IqKL,João Donato,Amazonas,piano,Amazonas - João Donato,132533,83.034,4.419250162471848,2.2088833333333335,bossa nova jazz brazilian mpb brasil brazil latin jazz piano latin jazz-funk,0.724,0.77,0.436,0.865,0.0996,-11.751,0.0627,0.619,111994.0,31816.0,11.626209506423567,10.36775601712027,1.5085236759928988,3.52005280362082,10
1pwlr46vM1mPwfC9GQ5mD6,Ben Folds Five,Steven's Last Night in Town,piano,Steven's Last Night in Town - Ben Folds Five,207893,112.935,4.726812431970195,3.4648833333333333,piano rock alternative rock indie piano alternative rock 90s indie-rock pop american,0.0235,0.514,0.699,0.000709,0.547,-5.274,0.0654,0.23,320565.0,75466.0,12.677843462379682,11.231450753594432,1.6578102673191852,4.247806959425437,10
2mx6puNmToZ7DkvY0SANiP,Tommy Flanagan,Come Sunday,piano,Come Sunday - Tommy Flanagan,218040,68.355,4.224714713383956,3.634,jazz jazz piano piano bebop hard bop piano jazz tommy flanagan all mi pianist,0.995,0.421,0.0216,0.932,0.126,-25.428,0.0411,0.0392,8329.0,4049.0,9.027618735160889,8.306472160100585,1.1174507662671456,2.0570511237342552,10
5BSUCTU9z9vxhkb5dFwfFM,Delta Spirit,Strange Vine,piano,Strange Vine - Delta Spirit,248453,121.854,4.802823606779028,4.140883333333333,indie-rock indie folk rock rock soul folk american san diego alternative americana,0.204,0.426,0.748,0.0,0.109,-5.071,0.0361,0.586,253153.0,61827.0,12.441753278181775,11.032111615272209,1.6281689824889536,4.094537985022725,10
1hYd1uyB9HQpf4icjtBQoB,Eliane Elias,Time Alone,piano,Time Alone - Eliane Elias,400560,92.333,4.525401607404409,6.676,jazz female vocalist brazilian piano jazz piano bossa nova vocal jazz smooth jazz jazz vocal latin jazz,0.939,0.248,0.133,0.403,0.295,-18.583,0.0323,0.0572,86907.0,34021.0,11.372605366855131,10.434762653169528,1.2682173461575328,2.554510449428294,10
3MwAw4BD3vk2wybq20hfQV,Udit Narayan,Gore Gaalon Pe,pop-film,Gore Gaalon Pe - Udit Narayan,231724,96.109,4.5654829640365,3.8620666666666668,bollywood hindi indian udit narayan india desi bollywood soundtrack nepal classical,0.0406,0.568,0.833,0.0,0.0685,-9.213,0.185,0.963,28.0,13.0,3.367295829986474,2.6390573296152584,1.148622709242771,2.1538461538461537,9
3mlnJWidDh0ASIJYNXDWxH,Michael Penn,No Myth,power-pop,No Myth - Michael Penn,249160,103.486,4.63943633785571,4.152666666666667,pop singer-songwriter rock folk alternative indie 80s american 90s male vocalist,0.0461,0.626,0.696,1.69e-05,0.293,-11.073,0.0303,0.854,246149.0,51129.0,12.413696385186347,10.842126688074044,1.7603158770274787,4.814273699857224,10
3TPmyItKoiPKNcH7S308S0,Groovie Ghoulies,(She's My) Vampire Girl,power-pop,(She's My) Vampire Girl - Groovie Ghoulies,133546,173.918,5.158583923766761,2.2257666666666664,punk rock pop punk horror punk punk rock and roll california ramonescore pop-punk usa sacramento,6.56e-05,0.331,0.914,0.0028,0.158,-5.157,0.0489,0.784,26704.0,6982.0,10.19260609277387,8.851233902846035,1.57374691209335,3.824692065310799,10
2acyyfElkEmXWcfOVGMx6A,Brinsley Schwarz,Surrender to the Rhythm,power-pop,Surrender to the Rhythm - Brinsley Schwarz,205266,134.912,4.904622714038788,3.4211,pub rock classic rock rock british country rock 70s country-rock united kingdom england,0.0519,0.573,0.624,0.00144,0.204,-9.166,0.0299,0.859,41159.0,12159.0,10.625222189947985,9.405907155520158,1.478204348915388,3.3850645612303643,9
0QoxHScqypEXwMFrVnCoV0,Off With Their Heads,Trying To Breathe,power-pop,Trying To Breathe - Off With Their Heads,169413,165.122,5.106684594622944,2.82355,punk rock punk orgcore pop punk minnesota pop-punk rock melodic punk american all,0.00111,0.452,0.973,0.000431,0.379,-4.352,0.0737,0.705,92872.0,11991.0,11.43898824746787,9.391995039782433,2.1684983679125156,7.745142189975815,10
6Awxltp70eHixrcPz3OKa4,Nada Surf,Always Love,power-pop,Always Love - Nada Surf,198877,126.861,4.843091998880027,3.3146166666666668,indie-rock indie alternative alternative rock rock american power pop indie-pop new york 90s,0.00296,0.325,0.759,0.0,0.245,-5.078,0.0318,0.353,1978807.0,271391.0,14.498005201181773,12.511319549161426,2.115212905861184,7.29135085540788,10
3XwwD4bmTu66hXzAVIcogf,The Queers,You're Tripping,power-pop,You're Tripping - The Queers,111280,146.568,4.987489484588943,1.8546666666666667,punk rock punk pop punk pop-punk indie bubblegum american rock new hampshire old school pop punk,1.09e-05,0.43,0.962,0.00305,0.304,-3.347,0.0861,0.595,85138.0,22934.0,11.352040493952584,10.040419407031273,1.5501771460512677,3.712304874858289,10
2hllpVVDanlsKNLUscH4PA,Swingin' Utters,The Next in Line,power-pop,The Next in Line - Swingin' Utters,220400,181.104,5.199071451890064,3.6733333333333333,punk punk rock street punk folk punk california american rock pop punk punk-rock skate punk,0.00278,0.316,0.863,8.5e-05,0.0417,-6.17,0.097,0.557,15598.0,4293.0,9.654962088618868,8.364973978438726,1.5332815788805,3.633356627067319,10
4iXrQIlznrCBiSl7aJb1Uu,R3HAB;Astrid S;HRVY,Am I The Only One (with Astrid S & HRVY),progressive-house,"Am I The Only One (with Astrid S & HRVY) - R3HAB, Astrid S, HRVY",152142,139.896,4.940899289411358,2.5357,house dance electronic electro house electro edm dutch electronica techno all,0.396,0.724,0.593,1.39e-06,0.0927,-7.741,0.0561,0.455,27342.0,4925.0,10.216215833592425,8.502282578680484,1.8797207615155218,5.551675126903553,10
53wwYV2Dx9d4mByCvmzbEa,Andrew Bayer,Memories (ABGT499D3),progressive-house,Memories (ABGT499D3) - Andrew Bayer,300000,127.975,4.851834932343647,5.0,progressive house trance electronic melodic trance house asot progressive trance ambient uplifting idm,0.00106,0.201,0.896,0.00537,0.181,-6.664,0.0502,0.385,319.0,218.0,5.768320995793772,5.389071729816501,0.9015030317197756,1.463302752293578,10
6Uf8ZC3ZTEl4DAtYDyBpen,Cem Karaca,Bir Of Çeksem,psych-rock,Bir Of Çeksem - Cem Karaca,206866,117.783,4.768843948409563,3.447766666666667,turkish anatolian rock anadolu rock turkish rock rock psychedelic psychedelic rock cem karaca yol progressive rock,0.812,0.363,0.652,0.0143,0.127,-10.658,0.0593,0.754,12744.0,2412.0,9.452894316810216,7.7886260656250315,1.8379402142914154,5.2835820895522385,10
41vwUZryPYjNSzoXiBaaQ7,Cem Karaca,Kazak Abdal,psych-rock,Kazak Abdal - Cem Karaca,109226,119.484,4.783182471193948,1.8204333333333333,turkish anatolian rock anadolu rock turkish rock rock psychedelic psychedelic rock cem karaca yol progressive rock,0.7,0.58,0.881,1.81e-05,0.0425,-9.447,0.052,0.874,23498.0,10040.0,10.064713146035349,9.214431989879436,1.2061020100613347,2.340438247011952,10
3PydQylzb5E2XDLQS0UIbf,Cem Karaca,Yolumuz Gurbete Düştü,psych-rock,Yolumuz Gurbete Düştü - Cem Karaca,357642,113.984,4.736058087667196,5.9607,turkish anatolian rock anadolu rock turkish rock rock psychedelic psychedelic rock cem karaca yol progressive rock,0.00477,0.584,0.902,1.52e-05,0.18,-6.129,0.0731,0.636,5841.0,1556.0,8.672828482947686,7.350516171833998,1.5589560868495307,3.7538560411311055,10
4JYPakonntkW7bKp8w5Zy6,Tiger Army,Wander Alone,psych-rock,Wander Alone - Tiger Army,224066,108.851,4.689979974592881,3.7344333333333335,psychobilly rockabilly punk punk rock rock punkabilly horror punk american california alternative,0.000602,0.426,0.969,0.00281,0.415,-3.247,0.0527,0.632,160368.0,29319.0,11.985232688903192,10.286025156000587,1.8671395753112021,5.469763634503223,10
6fT8LXtNA1JxpqifsNAoLx,Barış Manço,Nazar Eyle,psych-rock,Nazar Eyle - Barış Manço,193619,129.907,4.866818809830519,3.2269833333333335,turkish anatolian rock turkish rock progressive rock anadolu rock psychedelic rock turkey 11 rock 70s,0.583,0.73,0.507,0.0,0.109,-9.102,0.0308,0.936,29473.0,10186.0,10.291263797773208,9.228867676590067,1.3593036799896159,2.8934812487728254,10
6RLamblbol3mlLQVmLt9X6,Replikas,Seyyah,psych-rock,Seyyah - Replikas,235000,100.721,4.612354318201499,3.9166666666666665,experimental psychedelic turkish post rock oriental turkish rock psychedelic rock post-rock rock progressive rock,0.0572,0.534,0.744,0.000202,0.166,-9.455,0.0337,0.344,67683.0,12800.0,11.122605094188517,9.45727857185611,1.8386008110730603,5.287734375,10
58RvouNHBDM6bwKnmVfNeq,Flört,Senden Kalan,psych-rock,Senden Kalan - Flört,253423,130.01,4.867611370574077,4.223716666666666,turkish rock turkish rock alternative ne oldugu belirsiz ibrahim uzulmez turkey cemiyette pisiyoruz anisi var sipalarin modern ortam romantikleri,0.0893,0.672,0.714,0.000597,0.155,-8.466,0.0277,0.593,7734.0,1590.0,8.953510763007166,7.372118028337787,1.7688577049413705,4.8641509433962264,10
4edIMGnIt3ocTdGhWXdbDY,Flört,İstanbul,psych-rock,İstanbul - Flört,293520,95.972,4.564056482258175,4.892,turkish rock turkish rock alternative ne oldugu belirsiz ibrahim uzulmez turkey cemiyette pisiyoruz anisi var sipalarin modern ortam romantikleri,0.0355,0.506,0.541,8.9e-06,0.17,-8.49,0.0249,0.326,89.0,40.0,4.499809670330265,3.713572066704308,1.170932950247736,2.225,10
15IMzu8xsqAnKUqF0k6PZh,Cem Karaca,O Leyli,psych-rock,O Leyli - Cem Karaca,154120,82.168,4.4087659318635035,2.5686666666666667,turkish anatolian rock anadolu rock turkish rock rock psychedelic psychedelic rock cem karaca yol progressive rock,0.755,0.408,0.221,0.0464,0.119,-23.524,0.0397,0.44,23792.0,5097.0,10.077146698751429,8.53660358493606,1.7348087684678533,4.667843829703747,10
374BLwBG2RrEVQhTimtzZf,The Guess Who,Hand Me Down World,psych-rock,Hand Me Down World - The Guess Who,201666,101.015,4.615269020665506,3.3611,classic rock rock 70s canadian hard rock oldie blues rock 60s garage rock psychedelic rock,0.0459,0.673,0.456,9.81e-05,0.147,-13.051,0.0293,0.859,131903.0,35688.0,11.789829664250131,10.482597797038709,1.5467119894961514,3.6960042591347233,10
3R699tPWK6s35Nf6BTNuW0,Navicula,Ingin Kau Datang,psych-rock,Ingin Kau Datang - Navicula,272474,134.936,4.904800591955714,4.5412333333333335,grunge rock beautiful rebel alternative rock indonesian navicula indonesia kuta alternative grunge rock,0.00656,0.587,0.874,7.02e-05,0.0921,-4.06,0.0436,0.426,6911.0,1061.0,8.841014310483892,6.967909201801884,2.0167235427187022,6.513666352497644,10
5DGvwXAzpohcIjQkoPcWUO,Julian Cope,World Shut Your Mouth,psych-rock,World Shut Your Mouth - Julian Cope,216173,126.206,4.837915492558569,3.602883333333333,post-punk psychedelic alternative rock indie singer-songwriter british new wave psychedelic rock indie-rock,0.0234,0.658,0.754,3.53e-06,0.109,-9.085,0.0583,0.773,262248.0,70572.0,12.477049713095887,11.164402914073314,1.5509683380293788,3.716034687978235,10
0bqEyA4bNCrjbQqBMt6hvA,The Kinks,A Well Respected Man,psych-rock,A Well Respected Man - The Kinks,161920,161.62,5.085247900805301,2.6986666666666665,classic rock 60s rock british british invasion mod pop garage rock hard rock oldie,0.205,0.511,0.887,0.0,0.042,-5.05,0.182,0.614,3489805.0,671218.0,15.065356705241024,13.416850741243422,1.8244222640516308,5.199212476423457,10
23xY5vuCuLJfU8YRrpRdcY,Rafael Vázquez,Al Claro de Luna,rock-n-roll,Al Claro de Luna - Rafael Vázquez,111493,145.557,4.980567762473861,1.8582166666666666,,0.71,0.419,0.288,0.0,0.274,-15.826,0.0454,0.795,953.0,432.0,6.860663671448287,6.07073772800249,1.1650298303773285,2.2060185185185186,0
4DjixhdAyHASyjcyNP7cUn,Hermanas Jimenez,San Antonio Twist,rock-n-roll,San Antonio Twist - Hermanas Jimenez,164205,173.088,5.153800135689017,2.73675,60s mexico,0.766,0.66,0.598,4.55e-05,0.129,-11.452,0.121,0.956,766.0,452.0,6.642486801367256,6.115892125483034,0.9912832684376112,1.6946902654867257,2
7o1GLuVk1AEYyd10zoD6bg,Sonora Maracaibo,Nayla,rock-n-roll,Nayla - Sonora Maracaibo,167333,118.58,4.775587838279222,2.788883333333333,,0.681,0.689,0.338,0.000604,0.317,-8.908,0.038,0.608,662.0,249.0,6.4967749901858625,5.521460917862246,1.2970900007952508,2.6586345381526106,0
1nYo1XPxlNiVNClaD1emxe,Leda Moreno,Diablito Loco (Pickle Up a Doodle),rock-n-roll,Diablito Loco (Pickle Up a Doodle) - Leda Moreno,146333,132.793,4.888791524809695,2.4388833333333335,chica ye-ye lesser known yet streamable artist,0.533,0.78,0.658,0.0,0.546,-11.972,0.0521,0.957,1060.0,449.0,6.966967138613983,6.1092475827643655,1.2121795710255945,2.3608017817371936,2
6dZK0TapcMXwM8VkJf6NM6,Los Yorsy's,Enamorado,rock-n-roll,Enamorado - Los Yorsy's,127407,139.487,4.937971406954808,2.12345,,0.715,0.638,0.583,0.0,0.37,-6.231,0.0299,0.868,121.0,60.0,4.804021044733257,4.110873864173311,1.104152469043725,2.0166666666666666,0
7b94Oh1p69ue3mCdXsngrh,Mayte Gaos,El Gran Tomás (Norman),rock-n-roll,El Gran Tomás (Norman) - Mayte Gaos,132680,132.025,4.882991298592997,2.211333333333333,chica ye-ye 60 s ska yeye spanish yeye,0.781,0.716,0.195,2.45e-05,0.149,-19.525,0.041,0.943,1433.0,694.0,7.2682230211595655,6.543911845564792,1.1199958546934328,2.064841498559078,4
